
우리나라기후평년값
[검색조건]
검색구분 : 일별평년값
, 지점명 : 전체
, 기간 : 1991~2020년 05월 19일~06월 17일
지점명,지점번호,일시,평균기온(°C),최고기온(°C),최저기온(°C),강수량(mm),습도(%),일조시간(hr),전운량(1/10),소형증발량(mm),현지기압(hPa),해면기압(hPa),평균풍속(m/sec)
광주,156,06-14,      22.6,      28.2,      18.3,       3.0,      69.8,       6.3,       5.8,,     999.4,    1007.7,       2.0
부산,159,06-14,      21.0,      24.8,      18.2,       2.8,      74.2,       6.6,       6.0,       4.2,    1000.1,    1008.1,       3.0
통영,162,06-14,      20.9,      25.1,      17.8,       3.3,      76.7,       6.4,,,    1004.7,    1008.4,       1.9
목포,165,06-14,      21.5,      25.7,      18.3,       2.2,      77.5,       6.5,       5.8,       4.6,    1003.2,    1008.1,       2.9
여수,168,06-14,      21.3,      24.7,      18.6,       3.1,      74.5,       6.6,       5.7,       5.1,    1000.4,    1008.1,       3.1
흑산도,169,06-14,      19.2,      22.8,      16.5,       4.0,      86.2,       6.2,       5.9,,     998.9,    1008.0,       3.7
완도,170,06-14,      21.1,      25.6,      17.7,       3.4,      77.1,       6.3,,,    1004.4,    1008.0,       2.8
고창,172,06-14,      21.7,      26.8,      17.9,       2.4,      82.1,       6.6,,,    1001.7,    1007.7,       2.4
제주,184,06-14,      21.4,      24.5,      18.8,       4.0,      76.6,       6.1,       6.4,       4.4,    1005.6,    1008.1,       2.7
고산,185,06-14,      20.5,      23.7,      18.1,       4.6,      84.8,       6.3,,,     999.3,    1007.6,       4.2
성산,188,06-14,      20.8,      24.4,      17.5,       5.8,      80.4,       5.6,,,    1006.1,    1008.3,       2.4
서귀포,189,06-14,      21.8,      24.9,      19.2,       6.2,      78.0,       5.5,       6.7,       3.8,    1001.8,    1007.7,       2.3
진주,192,06-14,      21.8,      27.8,      16.7,       2.9,      70.7,       6.3,,,    1004.9,    1007.9,       1.4
강화,201,06-14,      20.5,      25.5,      16.0,       2.8,      73.3,       7.9,,,    1002.7,    1008.1,       1.9
양평,202,06-14,      22.2,      28.6,      16.6,       2.9,      67.8,       7.7,,,    1002.7,    1008.3,       1.3
이천,203,06-14,      21.9,      28.2,      16.4,       2.7,      64.9,       7.7,,,     998.8,    1007.6,       1.3
인제,211,06-14,      20.2,      27.2,      14.6,       2.4,      68.4,       7.2,,,     985.1,    1008.0,       1.9
홍천,212,06-14,      21.5,      28.7,      15.5,       2.6,      64.6,       7.7,,,     991.8,    1008.0,       1.3
태백,216,06-14,      17.8,      24.0,      12.3,       2.9,      70.8,       6.9,,,     927.9,    1007.4,       1.5
정선군,217,06-14,      20.6,      27.8,      15.6,       1.4,      68.1,       6.3,,,     972.3,    1007.1,       1.4
제천,221,06-14,      20.7,      27.4,      14.8,       2.2,      66.8,       7.7,,,     978.2,    1007.9,       1.5
보은,226,06-14,      20.9,      27.2,      15.2,       2.3,      67.9,       7.7,,,     987.7,    1007.5,       1.3
천안,232,06-14,      21.7,      27.6,      16.5,       2.1,      67.4,       8.0,,,    1003.9,    1007.8,       1.6
보령,235,06-14,      21.0,      25.8,      16.8,       2.0,      76.1,       7.7,,,    1005.9,    1008.0,       1.6
부여,236,06-14,      22.1,      28.2,      16.9,       2.1,      70.1,       7.2,,,    1006.5,    1008.1,       1.3
금산,238,06-14,      21.4,      27.8,      15.4,       3.1,      67.1,       7.3,,,     988.3,    1007.9,       1.2
부안,243,06-14,      21.4,      26.6,      17.1,       2.3,      74.3,       7.3,,,    1007.0,    1008.1,       1.6
임실,244,06-14,      20.6,      27.3,      14.9,       2.8,      71.6,       6.7,,,     979.9,    1008.0,       1.3
정읍,245,06-14,      22.0,      28.0,      17.1,       2.0,      68.8,       6.6,,,    1002.7,    1008.0,       1.2
남원,247,06-14,      21.9,      28.1,      16.4,       2.6,      70.0,       6.8,,,     996.4,    1008.0,       1.4
장수,248,06-14,      19.8,      26.1,      14.3,       3.5,      74.3,       6.7,,,     961.8,    1007.8,       1.6
영광군,252,06-14,      21.4,      26.6,      17.4,       1.7,      76.9,       6.9,,,    1003.5,    1007.7,       1.9
김해시,253,06-14,      22.5,      27.6,      19.1,       2.3,      72.5,       6.4,,,    1001.3,    1008.1,       2.0
순창군,254,06-14,      21.9,      27.8,      17.1,       2.7,      71.5,       7.1,,,     992.9,    1007.4,       1.6
양산시,257,06-14,      22.6,      27.7,      18.9,       2.4,      69.2,       5.6,,,    1006.9,    1008.6,       2.4
강진군,259,06-14,      21.9,      26.5,      18.3,       3.0,      75.9,       6.6,,,    1006.5,    1008.0,       2.4
장흥,260,06-14,      21.3,      26.4,      16.9,       2.7,      74.3,       6.2,,,    1003.0,    1008.0,       1.9
해남,261,06-14,      21.4,      26.5,      17.2,       2.7,      74.6,       6.8,,,    1006.2,    1008.2,       2.2
고흥,262,06-14,      21.1,      26.3,      16.5,       2.8,      71.6,       6.5,,,    1002.2,    1008.2,       1.4
의령군,263,06-14,      22.1,      28.1,      17.3,       2.0,      76.2,       5.5,,,    1005.6,    1007.3,       1.1
함양군,264,06-14,      21.8,      27.7,      16.5,       2.4,      77.3,       6.0,,,     989.8,    1007.0,       1.1
진도군,268,06-14,      21.0,      25.6,      16.9,       3.2,,,,,,,       1.8
봉화,271,06-14,      19.5,      26.7,      12.9,       2.7,      69.5,       7.1,,,     971.4,    1007.5,       1.3
영주,272,06-14,      21.2,      27.7,      15.3,       2.3,      65.9,       7.6,,,     983.9,    1007.6,       1.9
문경,273,06-14,      21.2,      27.5,      15.4,       2.4,      67.0,       7.4,,,     988.3,    1007.8,       1.5
청송군,276,06-14,      20.2,      27.2,      14.7,       2.6,      73.5,       5.6,,,     983.7,    1007.3,       1.3
영덕,277,06-14,      20.0,      25.5,      15.4,       2.1,      73.7,       7.2,,,    1004.4,    1009.4,       2.3
의성,278,06-14,      21.4,      28.9,      14.6,       2.1,      65.5,       7.1,,,     998.8,    1007.9,       1.2
구미,279,06-14,      22.5,      28.6,      16.8,       2.4,      64.8,       7.2,,,    1002.7,    1008.1,       1.3
영천,281,06-14,      21.5,      27.8,      15.8,       1.8,      65.6,       6.9,,,     997.7,    1008.3,       1.8
경주시,283,06-14,      21.4,      27.1,      16.9,       3.2,      74.1,       5.3,,,    1003.3,    1007.7,       2.1
경주시,283,06-14,      21.4,      27.1,      16.9,       3.2,      74.1,       5.3,,,    1003.3,    1007.7,       2.1
거창,284,06-14,      21.0,      27.6,      15.1,       2.4,      70.1,       7.0,,,     982.5,    1008.0,       1.3
합천,285,06-14,      22.2,      28.9,      16.3,       2.3,      64.2,       6.2,,,    1004.4,    1008.1,       1.4
밀양,288,06-14,      22.4,      28.7,      17.0,       2.4,      66.5,       6.7,,,    1006.9,    1008.3,       1.5
산청,289,06-14,      21.5,      27.8,      16.2,       2.6,      68.3,       6.8,,,     992.5,    1008.5,       1.4
거제,294,06-14,      21.2,      26.0,      17.0,       3.6,      70.9,       6.7,,,    1003.4,    1008.0,       1.7
남해,295,06-14,      21.6,      26.7,      17.5,       3.9,      70.1,       6.9,,,    1003.5,    1008.8,       1.4
강남,400,06-14,      23.4,      28.4,      19.1,       2.7,,,,,,,       1.7
서초,401,06-14,      23.5,      29.2,      18.9,       2.6,,,,,,,       1.4
강동,402,06-14,      23.1,      28.8,      18.0,       2.8,,,,,,,       1.4
송파,403,06-14,      23.5,      28.6,      19.1,       2.7,,,,,,,       1.7
강서,404,06-14,      22.5,      27.4,      18.4,       2.7,,,,,,,       1.8
양천,405,06-14,      23.4,      28.4,      19.3,       2.8,,,,,,,       1.6
도봉,406,06-14,      22.4,      28.2,      17.1,       3.4,,,,,,,       1.1
노원,407,06-14,      22.1,      28.4,      16.3,       2.9,,,,,,,       1.5
동대문,408,06-14,      23.4,      28.8,      19.0,       2.9,,,,,,,       1.9
중랑,409,06-14,      23.5,      28.5,      19.1,       2.9,,,,,,,       2.2
기상청,410,06-14,      22.8,      27.9,      18.5,       2.9,,,,,,,       1.5
마포,411,06-14,      23.1,      28.3,      19.1,       2.7,,,,,,,       2.2
서대문,412,06-14,      22.0,      28.1,      17.1,       3.2,,,,,,,       1.3
광진,413,06-14,      23.3,      28.6,      18.8,       3.2,,,,,,,       1.9
성북,414,06-14,      22.3,      27.3,      17.9,       2.9,,,,,,,       1.7
용산,415,06-14,      23.5,      28.6,      19.2,       2.6,,,,,,,       1.9
은평,416,06-14,      22.0,      27.5,      17.3,       2.9,,,,,,,       1.7
금천,417,06-14,      22.5,      27.0,      18.6,       2.3,,,,,,,       2.1
중구,419,06-14,      21.7,      27.5,      17.4,       2.7,,,,,,,       1.6
성동,421,06-14,      23.0,      27.8,      19.1,       2.8,,,,,,,       2.3
구로,423,06-14,      22.2,      27.7,      17.8,       2.7,,,,,,,       1.9
강북,424,06-14,      23.3,      28.5,      18.8,       3.9,,,,,,,       1.8
남현,425,06-14,      22.0,      27.7,      17.1,       1.4,,,,,,,       1.2
부천,433,06-14,      22.8,      27.8,      18.6,       3.0,,,,,,,       1.4
안양,434,06-14,      22.6,      27.3,      18.5,       2.5,,,,,,,       2.1
광명,437,06-14,      23.0,      28.1,      18.8,       2.5,,,,,,,       2.0
군포,438,06-14,      22.8,      27.9,      18.6,       2.5,,,,,,,       1.5
김포,441,06-14,      21.7,      27.1,      17.4,       3.4,,,,,,,       1.8
하남,444,06-14,      22.7,      29.1,      17.3,       3.1,,,,,,,       0.9
의왕,445,06-14,      21.4,      27.0,      16.6,       2.4,,,,,,,       1.1
포천,504,06-14,      22.0,      28.6,      16.3,       3.8,,,,,,,       1.4
가평조종,505,06-14,      20.6,      27.3,      14.2,       4.6,,,,,,,       1.1
영등포,510,06-14,      23.4,      28.5,      19.5,       2.6,,,,,,,       1.7
인천연수,512,06-14,      21.8,      26.9,      17.7,       2.1,,,,,,,       1.7
안성,516,06-14,      22.6,      28.2,      17.3,       2.1,,,,,,,       1.3
간성,517,06-14,      19.1,      23.5,      15.4,       2.8,,,,,,,       1.4
평창,526,06-14,      20.2,      26.8,      14.4,       2.7,,,,,,,       1.2
의정부,532,06-14,      21.7,      28.0,      16.5,       3.5,,,,,,,       1.1
횡성,536,06-14,      21.5,      28.7,      15.4,       3.4,,,,,,,       1.2
고양,540,06-14,      21.8,      28.6,      16.2,       3.3,,,,,,,       1.2
남양주,541,06-14,      21.7,      28.5,      15.5,       3.8,,,,,,,       1.1
안산,545,06-14,      21.2,      27.3,      15.6,       2.2,,,,,,,       1.6
경기광주,546,06-14,      21.7,      27.9,      16.2,       2.7,,,,,,,       1.6
여주,548,06-14,      21.7,      27.9,      16.1,       2.6,,,,,,,       1.2
용인,549,06-14,      21.5,      27.4,      15.9,       2.4,,,,,,,       1.3
오산,550,06-14,      21.9,      28.1,      16.7,       2.5,,,,,,,       1.3
평택,551,06-14,      22.6,      28.0,      17.8,       1.7,,,,,,,       1.8
화천,555,06-14,      20.9,      28.1,      15.0,       3.4,,,,,,,       1.1
양구,556,06-14,      20.2,      27.5,      14.3,       3.4,,,,,,,       1.0
시흥,565,06-14,      22.0,      26.8,      17.6,       2.4,,,,,,,       1.7
구리,569,06-14,      22.6,      28.3,      17.6,       2.8,,,,,,,       1.5
금곡,570,06-14,      21.0,      26.5,      16.8,       2.8,,,,,,,       1.4
화성,571,06-14,      21.4,      26.8,      16.9,       1.9,,,,,,,       1.3
성남,572,06-14,      23.0,      28.4,      18.1,       2.3,,,,,,,       1.2
과천,590,06-14,      22.2,      28.0,      17.1,       2.1,,,,,,,       1.8
진부령,595,06-14,      17.1,      22.2,      13.0,       2.9,,,,,,,       2.2
양주,598,06-14,      21.8,      28.2,      16.1,       3.0,,,,,,,       1.4
단양,601,06-14,      21.9,      28.3,      15.8,       2.2,,,,,,,       1.0
진천,602,06-14,      21.4,      27.8,      15.6,       2.1,,,,,,,       1.2
괴산,603,06-14,      21.3,      27.4,      15.3,       1.7,,,,,,,       1.2
옥천,604,06-14,      21.9,      28.0,      16.0,       2.9,,,,,,,       1.1
세종연서,611,06-14,      21.6,      27.9,      16.1,       2.1,,,,,,,       1.3
공주,612,06-14,      22.2,      28.4,      16.9,       2.6,,,,,,,       1.3
서천,614,06-14,      21.5,      26.3,      17.5,       1.8,,,,,,,       1.9
논산,615,06-14,      22.4,      28.1,      17.3,       2.5,,,,,,,       1.7
당진,616,06-14,      21.1,      26.7,      16.4,       1.8,,,,,,,       1.8
청양,618,06-14,      21.1,      27.4,      15.3,       2.3,,,,,,,       1.2
음성,619,06-14,      21.2,      28.0,      14.7,       2.1,,,,,,,       1.3
증평,623,06-14,      21.8,      28.4,      15.8,       1.7,,,,,,,       1.2
태안,627,06-14,      21.3,      26.4,      17.1,       2.0,,,,,,,       1.8
예산,628,06-14,      22.2,      28.2,      17.1,       1.9,,,,,,,       1.9
아산,634,06-14,      21.8,      27.6,      17.4,       1.7,,,,,,,       1.9
계룡,636,06-14,      21.1,      27.5,      15.2,       2.7,,,,,,,       1.0
오월드,642,06-14,      22.9,      28.6,      18.0,       2.5,,,,,,,       1.3
세천,643,06-14,      21.7,      28.1,      15.9,       2.3,,,,,,,       1.1
장동,648,06-14,      22.0,      28.0,      16.5,       2.8,,,,,,,       1.1
부평,649,06-14,      22.2,      28.7,      16.9,       1.7,,,,,,,       0.5
연천청산,652,06-14,      21.9,      28.3,      16.4,       3.6,,,,,,,       1.1
양양,670,06-14,      19.9,      23.9,      16.3,       1.9,,,,,,,       2.0
사북,674,06-14,      17.6,      23.6,      12.7,       2.1,,,,,,,       2.2
무안,699,06-14,      21.5,      26.5,      17.3,       2.3,,,,,,,       1.7
무주,701,06-14,      21.0,      27.6,      15.0,       2.7,,,,,,,       1.4
익산,702,06-14,      22.4,      27.9,      17.5,       3.0,,,,,,,       1.6
진안,703,06-14,      20.1,      26.2,      14.2,       3.3,,,,,,,       1.4
담양,706,06-14,      22.2,      27.8,      17.0,       2.5,,,,,,,       1.6
광산,708,06-14,      22.4,      28.5,      17.1,       2.9,,,,,,,       1.7
구례,709,06-14,      22.5,      28.9,      16.7,       2.4,,,,,,,       1.4
나주,710,06-14,      22.3,      28.4,      17.3,       3.5,,,,,,,       1.3
순천시,712,06-14,      22.5,      27.3,      18.3,       3.5,,,,,,,       1.7
광양읍,713,06-14,      22.3,      28.1,      17.3,       3.3,,,,,,,       1.2
조선대,722,06-14,      22.4,      28.2,      17.6,       3.2,,,,,,,       1.8
거문도,723,06-14,      20.6,      23.8,      18.4,       3.1,,,,,,,       2.6
추자도,724,06-14,      19.9,      22.8,      17.6,       2.7,,,,,,,       3.0
장성,730,06-14,      21.8,      28.2,      16.4,       3.2,,,,,,,       1.4
영암,731,06-14,      22.1,      27.3,      17.8,       2.8,,,,,,,       2.1
보성,732,06-14,      20.6,      26.1,      15.8,       3.6,,,,,,,       1.8
완주,734,06-14,      22.2,      28.5,      16.6,       3.3,,,,,,,       1.7
김제,737,06-14,      22.4,      27.8,      18.1,       2.4,,,,,,,       2.1
화순,741,06-14,      22.2,      28.6,      16.8,       2.8,,,,,,,       1.0
함평,754,06-14,      22.0,      27.4,      17.6,       2.8,,,,,,,       1.6
곡성,768,06-14,      22.1,      28.4,      16.6,       2.4,,,,,,,       1.2
성판악,782,06-14,      17.3,      21.0,      13.5,      10.0,,,,,,,       2.1
풍암,788,06-14,      22.8,      29.1,      17.8,       2.3,,,,,,,       1.2
압해도,789,06-14,      21.5,      26.0,      18.2,       2.0,,,,,,,       2.6
영양,801,06-14,      19.7,      26.4,      13.8,       2.2,,,,,,,       1.4
성주,810,06-14,      22.4,      28.6,      16.2,       2.5,,,,,,,       1.3
고령,812,06-14,      22.1,      28.4,      16.2,       3.3,,,,,,,       1.0
청도,813,06-14,      22.0,      28.4,      16.4,       2.6,,,,,,,       1.5
예천,815,06-14,      21.4,      28.4,      15.4,       2.2,,,,,,,       1.1
김천,822,06-14,      22.2,      29.0,      16.0,       2.5,,,,,,,       1.0
군위,823,06-14,      21.7,      28.6,      15.1,       2.3,,,,,,,       1.5
칠곡,825,06-14,      22.8,      29.0,      17.2,       2.1,,,,,,,       1.7
경산,827,06-14,      23.0,      29.2,      17.7,       2.2,,,,,,,       1.9
달성,828,06-14,      23.2,      29.4,      17.8,       3.0,,,,,,,       1.6
대구서구,846,06-14,      23.5,      29.1,      18.4,       2.1,,,,,,,       2.0
신암,860,06-14,      23.4,      29.0,      18.6,       1.8,      60.3,       6.9,       5.7,,    1001.7,    1008.5,       2.4
완산,864,06-14,      22.7,      28.5,      17.7,       2.6,      68.5,       6.3,       5.5,       4.9,    1001.6,    1007.8,       1.7
삼척,876,06-14,      19.8,      23.8,      16.4,       1.0,,,,,,,       1.9
울기,901,06-14,      19.8,      23.1,      17.7,       2.9,,,,,,,       2.5
삼천포,907,06-14,      21.4,      25.4,      18.5,       3.3,,,,,,,       1.7
영도,910,06-14,      19.9,      23.1,      17.7,       2.7,,,,,,,       3.8
고성,918,06-14,      21.8,      26.9,      17.7,       3.3,,,,,,,       2.0
창녕,919,06-14,      22.9,      29.6,      17.3,       2.8,,,,,,,       2.0
함안,920,06-14,      22.2,      29.0,      16.5,       2.2,,,,,,,       1.4
가덕도,921,06-14,      20.4,      24.2,      18.2,       2.3,,,,,,,       3.6
